Corsa,Codice corsa,Codice linea,Partenza,Ora partenza,Arrivo,Ora arrivo,Flag spezzata,Turno
29041,2620,267,TO - Via De Cristoforis (Capolinea),13:20:00,PIOBESI T.SE-v.Torino 41-Capol,14:10:00,FALSE,Pb0070
29083,2692,267,PIOBESI T.SE-v.Torino 41-Capol,17:29:00,TO - Via De Cristoforis (Capolinea),18:25:00,FALSE,Pb0070
29038,2641,267,TO - Via De Cristoforis (Capolinea),18:30:00,PIOBESI T.SE-v.Torino 41-Capol,19:25:00,FALSE,Pb0070
28471,2906,431,PIOBESI T.SE-v.Torino 41-Capol,13:34:00,MONCALIERI - Via A. Negri,14:10:00,FALSE,Pb0080
28472,2905,431,MONCALIERI - Via A. Negri,14:20:00,PIOBESI T.SE-v.Torino 41-Capol,14:56:00,FALSE,Pb0080
29079,2693,267,PIOBESI T.SE-v.Torino 41-Capol,18:19:00,TO - Via De Cristoforis (Capolinea),19:10:00,FALSE,Pb0080
29105,2642,267,TO - Via De Cristoforis (Capolinea),19:15:00,PIOBESI T.SE-v.Torino 41-Capol,20:10:00,FALSE,Pb0080
29087,2697,267,PIOBESI T.SE-v.Torino 41-Capol,20:20:00,TO - Via De Cristoforis (Capolinea),21:05:00,FALSE,Pb0080
29039,2646,267,TO - Via De Cristoforis (Capolinea),21:10:00,PIOBESI T.SE-v.Torino 41-Capol,21:56:00,FALSE,Pb0080
29088,2793,267,PIOBESI T.SE-v.Torino 41-Capol,22:09:00,TO - Via De Cristoforis (Capolinea),22:55:00,FALSE,Pb0080
29030,2743,267,TO - Via De Cristoforis (Capolinea),23:05:00,PIOBESI T.SE-v.Torino 41-Capol,23:51:00,FALSE,Pb0080
28468,2628B,267,PIOBESI T.SE-v.Torino 41-Capol,15:26:00,CARIGNANO-P.zza Donatori Avis,15:41:00,FALSE,Pb0090
29176,2687,267,CARIGNANO-P.zza Donatori Avis,15:50:00,TO - Via De Cristoforis (Capolinea),16:55:00,FALSE,Pb0090
29157,2638,267,TO - Via De Cristoforis (Capolinea),17:55:00,PIOBESI T.SE-v.Torino 41-Capol,18:36:00,FALSE,Pb0090
29070,2694,267,PIOBESI T.SE-v.Torino 41-Capol,18:59:00,TO - Via De Cristoforis (Capolinea),19:50:00,FALSE,Pb0090
29106,2645,267,TO - Via De Cristoforis (Capolinea),20:00:00,PIOBESI T.SE-v.Torino 41-Capol,20:50:00,FALSE,Pb0090
28614,2698,267,PIOBESI T.SE-v.Torino 41-Capol,20:59:00,TORINO - Cso Unione Sovietica 409,21:32:00,FALSE,Pb0090
28611,2649,267,TORINO - Cso Unione Sovietica fr 409,22:31:00,PIOBESI T.SE-v.Torino 41-Capol,23:06:00,FALSE,Pb0090
29451,2660,267,PIOBESI T.SE-v.Torino 41-Capol,7:09:00,TO - Via De Cristoforis (Capolinea),8:05:00,FALSE,Pb0110
29036,2611,267,TO - Via De Cristoforis (Capolinea),9:00:00,PIOBESI T.SE-v.Torino 41-Capol,9:51:00,FALSE,Pb0110
29167,2683A,267,CARIGNANO-P.zza Donatori Avis,13:20:00,TO - Via De Cristoforis (Capolinea),14:25:00,FALSE,Pb0110
29104,2628,267,TO - Via De Cristoforis (Capolinea),14:30:00,PIOBESI T.SE-v.Torino 41-Capol,15:26:00,FALSE,Pb0110
29086,2688,267,PIOBESI T.SE-v.Torino 41-Capol,16:20:00,TO - Via De Cristoforis (Capolinea),17:11:00,FALSE,Pb0110
29032,2636,267,TO - Via De Cristoforis (Capolinea),17:15:00,PIOBESI T.SE-v.Torino 41-Capol,18:16:00,FALSE,Pb0110
29081,2656,267,PIOBESI T.SE-v.Torino 41-Capol,5:59:00,TO - Via De Cristoforis (Capolinea),6:45:00,FALSE,Pb0120
29093,2606,267,TO - Via De Cristoforis (Capolinea),6:50:00,CARIGNANO-P.zza Donatori Avis,7:50:00,FALSE,Pb0120
29169,2666B,267,CARIGNANO-P.zza Donatori Avis,8:00:00,TO - Via De Cristoforis (Capolinea),9:15:00,FALSE,Pb0120
29092,2617,267,TO - Via De Cristoforis (Capolinea),12:10:00,CARIGNANO-P.zza Donatori Avis,13:15:00,FALSE,Pb0120
28479,2797,267,CARIGNANO-P.zza Donatori Avis,13:20:00,NICHELINO-v.XXV Aprile -Scuole,14:05:00,FALSE,Pb0120
28483,2623,267,NICHELINO-v.XXV Aprile -Scuole,14:10:00,PIOBESI T.SE-v.Torino 41-Capol,14:41:00,FALSE,Pb0120
28562,033CA,282,PEROSA ARG.-Pzza Terzo Alpini,6:00:00,PINEROLO - movicentro,6:32:00,FALSE,Pe0010
29787,002B,275,PINEROLO - movicentro,7:18:00,PEROSA ARG.-Pzza Terzo Alpini,7:50:00,FALSE,Pe0010
28544,052B,275,PER - V. Nazionale 6 (Deposito Ex Sapav),8:19:00,PEROSA ARG.-Pzza Terzo Alpini,8:20:00,TRUE,Pe0010
28438,052C,275,PEROSA ARG.-Pzza Terzo Alpini,8:20:00,SESTRIERE - parcheggio,9:30:00,FALSE,Pe0010
29145,0011BS,285,SESTRIERE - parcheggio,9:30:00,OULX - Stazione FS,10:15:00,FALSE,Pe0010
28460,0002BS,285,OULX - Stazione FS,11:45:00,SESTRIERE - parcheggio,12:30:00,FALSE,Pe0010
28417,159A,275,SESTRIERE - parcheggio,12:30:00,PEROSA ARG.-Pzza Terzo Alpini,13:40:00,FALSE,Pe0010
28518,177B,275,PEROSA ARG.-Pzza Terzo Alpini,13:40:00,PER - V. Nazionale 6 (Deposito Ex Sapav),13:42:00,TRUE,Pe0010
28211,20031,303,PERRERO,5:10:00,PEROSA ARG.-Pzza Terzo Alpini,5:25:00,FALSE,Pe0020
29773,011B,275,PEROSA ARG.-Pzza Terzo Alpini,5:25:00,VIL - Boge,5:40:00,FALSE,Pe0020
29774,020A,275,VIL - Boge,6:00:00,PEROSA ARG.-Pzza Terzo Alpini,6:15:00,FALSE,Pe0020
29786,20003,303,PEROSA ARG.-Pzza Terzo Alpini,6:15:00,PERRERO,6:30:00,FALSE,Pe0020
28212,20035,303,PERRERO,6:55:00,PEROSA ARG.-Pzza Terzo Alpini,7:10:00,FALSE,Pe0020
29016,067A,275,PEROSA ARG.-Pzza Terzo Alpini,7:10:00,VIL - Boge,7:20:00,FALSE,Pe0020
28062,044A,281,VILLAR PEROSA - via Nazionale,7:38:00,PEROSA ARG.-Pzza Terzo Alpini,7:55:00,FALSE,Pe0020
28561,129A,282,PEROSA ARG.-Pzza Terzo Alpini,9:10:00,PINEROLO - movicentro,9:42:00,FALSE,Pe0020
28696,129B,282,PINEROLO - movicentro,9:46:00,TORINO - Autostazione c.so Bolzano,10:57:00,FALSE,Pe0020
28669,144A,275,TORINO - Autostazione c.so Bolzano,12:41:00,PINEROLO - movicentro,13:44:00,FALSE,Pe0020
28548,144B,275,PINEROLO - movicentro,13:48:00,PER - V. Nazionale 6 (Deposito Ex Sapav),14:19:00,TRUE,Pe0020
29803,22034,284,PEROSA ARG.-Pzza Terzo Alpini,5:20:00,AIRASCA - stabilimento SKF,5:55:00,FALSE,Pe0030
29784,22109,284,AIRASCA - stabilimento SKF,6:30:00,PEROSA ARG.-Pzza Terzo Alpini,7:20:00,FALSE,Pe0030
28024,22035,284,PEROSA ARG.-Pzza Terzo Alpini,7:20:00,AIRASCA - stabilimento SKF,8:05:00,FALSE,Pe0030
28066,22087,284,AIRASCA - stabilimento SKF,8:25:00,PINEROLO - Piazza Cavour,8:50:00,FALSE,Pe0030
29538,30013,283,PINEROLO - Piazza Cavour,9:00:00,FRO - Via Principe Amedeo 1,9:20:00,FALSE,Pe0030
28167,30026,283,Frossasco Via Principe Amedeo,9:20:00,PINEROLO - Piazza Cavour,9:50:00,FALSE,Pe0030
29539,30014,283,PINEROLO - Piazza Cavour,10:00:00,FRO - Via Principe Amedeo 1,10:20:00,FALSE,Pe0030
28166,30027A,283,Frossasco Via Principe Amedeo,10:20:00,PINEROLO - Piazza Cavour,10:51:00,FALSE,Pe0030
29464,126E,281,PINEROLO Centro Studi,13:30:00,PEROSA ARG.-Pzza Terzo Alpini,14:05:00,FALSE,Pe0030
28227,20002B,303,PEROSA ARG.-Pzza Terzo Alpini,5:20:00,POMEYFRE,5:39:00,FALSE,Pe0040
28202,20004B,303,PERRERO,6:20:00,PRALI GHIGO,6:50:00,FALSE,Pe0040
28218,20036B,303,PRALI GHIGO,6:50:00,PEROSA ARG.-Pzza Terzo Alpini,7:35:00,FALSE,Pe0040
29690,101C,281,PEROSA ARG.-Pzza Terzo Alpini,7:35:00,Pinerolo Centro Studi (C.Torino/Rochis),8:10:00,FALSE,Pe0040
28459,068A,281,PINEROLO - Fronte Stazione FS,8:30:00,PEROSA ARG.-Pzza Terzo Alpini,9:00:00,FALSE,Pe0040
28508,161DA,275,PEROSA ARG.-Pzza Terzo Alpini,12:40:00,PINEROLO - movicentro,13:12:00,FALSE,Pe0040
28644,161DB,275,PINEROLO - movicentro,13:16:00,TORINO - Autostazione c.so Bolzano,14:19:00,FALSE,Pe0040
28654,190B,275,TORINO - Autostazione c.so Bolzano,15:11:00,PINEROLO - Piazza Cavour,16:20:00,FALSE,Pe0040
28532,190D,275,PINEROLO - Piazza Cavour,16:20:00,PER - V. Nazionale 6 (Deposito Ex Sapav),16:49:00,TRUE,Pe0040
28223,015B,275,PEROSA ARG.-Pzza Terzo Alpini,5:20:00,Villar Perosa Stabilimento SKF,5:35:00,FALSE,Pe0050
28173,049C,275,FENESTRELLE - Via Nazionale,6:10:00,PEROSA ARG.-Pzza Terzo Alpini,6:40:00,FALSE,Pe0050
28860,035A,275,PEROSA ARG.-Pzza Terzo Alpini,6:40:00,PIN - Via Giustetto-Via Polliotti,7:03:00,FALSE,Pe0050
28862,035B,275,PIN - Via Giustetto-Via Polliotti,7:05:00,TORINO - Autostazione c.so Bolzano,8:08:00,FALSE,Pe0050
28719,092A,282,TORINO - Autostazione c.so Bolzano,9:03:00,PINEROLO - movicentro,10:14:00,FALSE,Pe0050
28579,092B,282,PINEROLO - movicentro,10:18:00,PEROSA ARG.-Pzza Terzo Alpini,10:50:00,FALSE,Pe0050
28231,20017B,303,PEROSA ARG.-Pzza Terzo Alpini,12:35:00,PRALI GHIGO,13:14:00,FALSE,Pe0050
28219,20047C,303,PRALI GHIGO,13:45:00,PEROSA ARG.-Pzza Terzo Alpini,14:27:00,FALSE,Pe0050
29777,013B,275,PEROSA ARG.-Pzza Terzo Alpini,5:20:00,Villar Perosa Stabilimento SKF,5:30:00,FALSE,Pe0070
28752,014A,275,Villar Perosa Stabilimento SKF,5:35:00,PEROSA ARG.-Pzza Terzo Alpini,5:50:00,FALSE,Pe0070
28566,021CA,282,PEROSA ARG.-Pzza Terzo Alpini,5:50:00,PINEROLO - movicentro,6:22:00,FALSE,Pe0070
28692,021CB,282,PINEROLO - movicentro,6:26:00,TORINO - Autostazione c.so Bolzano,7:37:00,FALSE,Pe0070
28665,072A,275,TORINO - Autostazione c.so Bolzano,7:41:00,PINEROLO - movicentro,8:44:00,FALSE,Pe0070
28543,072B,275,PINEROLO - movicentro,8:48:00,PER - V. Nazionale 6 (Deposito Ex Sapav),9:19:00,TRUE,Pe0070
28213,20045,303,PERRERO,13:20:00,PEROSA ARG.-Pzza Terzo Alpini,13:35:00,FALSE,Pe0070
28185,171A,275,PEROSA ARG.-Pzza Terzo Alpini,13:35:00,VIL - Boge,13:45:00,FALSE,Pe0070
28287,164A,275,VIL - Boge,14:10:00,PEROSA ARG.-Pzza Terzo Alpini,14:25:00,FALSE,Pe0070
29583,20022,303,PEROSA ARG.-Pzza Terzo Alpini,14:30:00,PERRERO,14:45:00,FALSE,Pe0070
28203,20024B,303,PERRERO,16:05:00,PRALI GHIGO,16:30:00,FALSE,Pe0070
28221,20050,303,PRALI GHIGO,16:30:00,PEROSA ARG.-Pzza Terzo Alpini,17:15:00,FALSE,Pe0070
29688,107A,281,SAN SEBASTIANO,7:30:00,VILLAR PEROSA - Municipio,7:45:00,FALSE,Pe0080
29691,109A,281,VILLAR PEROSA - Municipio,7:45:00,Pinerolo Centro Studi (C.Torino/Rochis),8:10:00,FALSE,Pe0080
28554,106B,275,PER - V. Nazionale 6 (Deposito Ex Sapav),12:19:00,FENESTRELLE - Via Nazionale,12:50:00,TRUE,Pe0080
28753,169A,275,FENESTRELLE - Via Nazionale,13:00:00,Villar Perosa Stabilimento SKF,13:37:00,FALSE,Pe0080
28754,162A,275,Villar Perosa Stabilimento SKF,14:15:00,FENESTRELLE - Via Nazionale,14:48:00,FALSE,Pe0080
29582,20023,303,PEROSA ARG.-Pzza Terzo Alpini,15:40:00,PERRERO,15:55:00,FALSE,Pe0080
28288,200A,275,VIL - Boge,17:00:00,PEROSA ARG.-Pzza Terzo Alpini,17:15:00,FALSE,Pe0080
29548,20026C,303,PEROSA ARG.-Pzza Terzo Alpini,17:15:00,PERRERO,17:30:00,FALSE,Pe0080
28232,20026B,303,PEROSA ARG.-Pzza Terzo Alpini,18:00:00,PRALI GHIGO,18:34:00,FALSE,Pe0080
28222,20052B,303,PRALI GHIGO,18:40:00,PEROSA ARG.-Pzza Terzo Alpini,19:25:00,FALSE,Pe0080
28439,016A,275,PEROSA ARG.-Pzza Terzo Alpini,5:50:00,SESTRIERE - parcheggio,7:00:00,FALSE,Pe0090
29256,0009S,285,SESTRIERE - parcheggio,7:00:00,OULX - Stazione FS,7:45:00,FALSE,Pe0090
29269,0001BS,285,OULX - Stazione FS,8:45:00,SESTRIERE - parcheggio,9:30:00,FALSE,Pe0090
28418,133A,275,SESTRIERE - parcheggio,9:30:00,PEROSA ARG.-Pzza Terzo Alpini,10:40:00,FALSE,Pe0090
28500,135DA,275,PEROSA ARG.-Pzza Terzo Alpini,10:40:00,PER - V. Nazionale 6 (Deposito Ex Sapav),10:42:00,TRUE,Pe0090
28524,143DA,275,PER - V. Nazionale 6 (Deposito Ex Sapav),11:42:00,PINEROLO - movicentro,12:12:00,TRUE,Pe0090
28529,116BS,275,PINEROLO - Piazza Cavour,12:50:00,PEROSA ARG.-Pzza Terzo Alpini,13:20:00,FALSE,Pe0090
28226,173A,275,PEROSA ARG.-Pzza Terzo Alpini,13:20:00,Villar Perosa Stabilimento SKF,13:39:00,FALSE,Pe0090
28216,160A,275,Villar Perosa Stabilimento SKF,14:15:00,PEROSA ARG.-Pzza Terzo Alpini,14:30:00,FALSE,Pe0090
28191,028A,275,PEROSA ARG.-Pzza Terzo Alpini,6:50:00,FENESTRELLE - Via Nazionale,7:20:00,FALSE,Pe0110
28593,117DA,282,FENESTRELLE - Via Nazionale,7:40:00,PINEROLO - movicentro,8:42:00,FALSE,Pe0110
28651,N10,275,Pinerolo Bivio Sede SAPAV,10:38:00,PINEROLO - Piazza Cavour,10:50:00,TRUE,Pe0110
28530,094F,275,PINEROLO - Piazza Cavour,10:50:00,PEROSA ARG.-Pzza Terzo Alpini,11:20:00,FALSE,Pe0110
28204,20014,303,PEROSA ARG.-Pzza Terzo Alpini,11:25:00,PERRERO,11:39:00,FALSE,Pe0110
28210,20043,303,PERRERO,12:20:00,PEROSA ARG.-Pzza Terzo Alpini,12:35:00,FALSE,Pe0110
28548,144B,275,PER - V. Nazionale 6 (Deposito Ex Sapav),14:19:00,PEROSA ARG.-Pzza Terzo Alpini,14:20:00,TRUE,Pe0110
28440,144C,275,PEROSA ARG.-Pzza Terzo Alpini,14:20:00,SESTRIERE - parcheggio,15:30:00,FALSE,Pe0110
28423,245B,275,SESTRIERE - parcheggio,16:30:00,PEROSA ARG.-Pzza Terzo Alpini,17:40:00,FALSE,Pe0110
28503,245BA,275,PEROSA ARG.-Pzza Terzo Alpini,17:40:00,PER - V. Nazionale 6 (Deposito Ex Sapav),17:42:00,TRUE,Pe0110
28569,053A,282,PEROSA ARG.-Pzza Terzo Alpini,7:10:00,PINEROLO - movicentro,7:42:00,FALSE,Pe0120
28686,053B,282,PINEROLO - movicentro,7:46:00,Pinerolo Centro Studi (C.Torino/Rochis),7:50:00,TRUE,Pe0120
28678,093B,282,PINEROLO - Piazza Cavour,8:10:00,TORINO - Autostazione c.so Bolzano,9:27:00,FALSE,Pe0120
28717,098D,282,TORINO - Autostazione c.so Bolzano,10:03:00,PINEROLO - movicentro,11:14:00,FALSE,Pe0120
28576,100A,282,PINEROLO - movicentro,11:18:00,PEROSA ARG.-Pzza Terzo Alpini,11:50:00,FALSE,Pe0120
29703,20020S,303,PEROSA ARG.-Pzza Terzo Alpini,14:05:00,PRALI GHIGO,14:39:00,FALSE,Pe0120
29704,20048S,303,PRALI GHIGO,14:50:00,PEROSA ARG.-Pzza Terzo Alpini,15:35:00,FALSE,Pe0120
28503,245BA,275,PER - V. Nazionale 6 (Deposito Ex Sapav),17:42:00,PINEROLO - movicentro,18:12:00,TRUE,Pe0120
28580,236B,282,PINEROLO - movicentro,18:18:00,PEROSA ARG.-Pzza Terzo Alpini,18:50:00,FALSE,Pe0120
29108,071A,275,PEROSA ARG.-Pzza Terzo Alpini,7:10:00,PINEROLO - movicentro,7:40:00,FALSE,Pe0130
28585,4003B,282,PEROSA ARG.-Pzza Terzo Alpini,12:10:00,PINEROLO - Piazza Cavour,12:40:00,FALSE,Pe0130
28677,145C,282,PINEROLO - Piazza Cavour,12:40:00,TORINO - Autostazione c.so Bolzano,13:57:00,FALSE,Pe0130
28649,184DS,275,TORINO - Autostazione c.so Bolzano,14:41:00,PINEROLO - Piazza Cavour,15:50:00,FALSE,Pe0130
28170,30008,283,PINEROLO - Via Saluzzo (ENEL),16:05:00,CANTALUPA,16:39:00,FALSE,Pe0130
28083,30030A,283,CANTALUPA,16:40:00,PINEROLO - Piazza Cavour,17:00:00,FALSE,Pe0130
29012,22038B,284,Pinerolo Bivio Sede SAPAV,17:05:00,AIRASCA - stabilimento SKF,17:15:00,FALSE,Pe0130
29011,22112,284,AIRASCA - stabilimento SKF,17:30:00,PEROSA ARG.-Pzza Terzo Alpini,18:15:00,FALSE,Pe0130
28542,168B,275,PER - V. Nazionale 6 (Deposito Ex Sapav),15:19:00,PEROSA ARG.-Pzza Terzo Alpini,15:20:00,TRUE,Pe0140
28434,168C,275,PEROSA ARG.-Pzza Terzo Alpini,15:20:00,SESTRIERE - parcheggio,16:30:00,FALSE,Pe0140
29577,0017BS,285,SESTRIERE - parcheggio,17:30:00,OULX - Stazione FS,18:20:00,FALSE,Pe0140
29135,0008E,285,OULX - Stazione FS,18:45:00,SESTRIERE - parcheggio,19:30:00,FALSE,Pe0140
28426,267A,275,SESTRIERE - parcheggio,19:30:00,FENESTRELLE - Via Nazionale,20:10:00,FALSE,Pe0140
28172,267AS,275,FENESTRELLE - Via Nazionale,20:10:00,PEROSA ARG.-Pzza Terzo Alpini,20:40:00,FALSE,Pe0140
28205,20053,303,PERRERO,21:20:00,PEROSA ARG.-Pzza Terzo Alpini,21:35:00,FALSE,Pe0140
28224,279A,275,PEROSA ARG.-Pzza Terzo Alpini,21:35:00,Villar Perosa Stabilimento SKF,21:55:00,FALSE,Pe0140
28214,274A,275,Villar Perosa Stabilimento SKF,22:25:00,PEROSA ARG.-Pzza Terzo Alpini,22:40:00,FALSE,Pe0140
29542,20030,303,PEROSA ARG.-Pzza Terzo Alpini,22:45:00,PERRERO,23:00:00,FALSE,Pe0140
29683,063A,281,PEROSA ARG.-Pzza Terzo Alpini,7:10:00,PINEROLO - Ist. Immacolata,7:40:00,FALSE,Pe0150
29700,30033A,283,FROSSASCO,7:55:00,PINEROLO - Piazza Cavour,8:14:00,FALSE,Pe0150
29243,22110A,284,PINEROLO - Piazza Cavour,8:30:00,PEROSA ARG.-Pzza Terzo Alpini,8:55:00,FALSE,Pe0150
28436,086DS,275,PEROSA ARG.-Pzza Terzo Alpini,11:20:00,SESTRIERE - parcheggio,12:30:00,FALSE,Pe0150
29124,0013B,285,SESTRIERE - parcheggio,12:30:00,OULX - Stazione FS,13:15:00,FALSE,Pe0150
29137,0005E,285,OULX - Stazione FS,14:45:00,SESTRIERE - parcheggio,15:30:00,FALSE,Pe0150
28416,205AA,275,SESTRIERE - parcheggio,15:30:00,PEROSA ARG.-Pzza Terzo Alpini,16:40:00,FALSE,Pe0150
28506,205AB,275,PEROSA ARG.-Pzza Terzo Alpini,16:40:00,PER - V. Nazionale 6 (Deposito Ex Sapav),16:42:00,TRUE,Pe0150
28518,177B,275,PER - V. Nazionale 6 (Deposito Ex Sapav),13:42:00,PINEROLO - Piazza Cavour,14:10:00,TRUE,Pe0160
28622,177BS,275,PINEROLO - Piazza Cavour,14:10:00,TORINO - Autostazione c.so Bolzano,15:19:00,FALSE,Pe0160
28725,210BS,282,TORINO - Autostazione c.so Bolzano,16:03:00,PINEROLO - Piazza Cavour,17:20:00,FALSE,Pe0160
28534,210B,275,PINEROLO - Piazza Cavour,17:20:00,PEROSA ARG.-Pzza Terzo Alpini,17:50:00,FALSE,Pe0160
28517,255A,275,PER - V. Nazionale 6 (Deposito Ex Sapav),18:42:00,PINEROLO - Piazza Cavour,19:10:00,TRUE,Pe0160
28621,257B,275,PINEROLO - Piazza Cavour,19:10:00,TORINO - Autostazione c.so Bolzano,20:19:00,FALSE,Pe0160
28673,266B,275,TORINO - Autostazione c.so Bolzano,21:03:00,PINEROLO - movicentro,22:06:00,FALSE,Pe0160
28546,276A,275,PINEROLO - movicentro,22:10:00,PEROSA ARG.-Pzza Terzo Alpini,22:42:00,FALSE,Pe0160
29686,101B,281,PEROSA ARG.-Pzza Terzo Alpini,7:25:00,Pinerolo Centro Studi (C.Torino/Rochis),7:55:00,FALSE,Pe0170
28435,120A,275,PEROSA ARG.-Pzza Terzo Alpini,13:20:00,SESTRIERE - parcheggio,14:30:00,FALSE,Pe0170
29604,N26,285,SESTRIERE - parcheggio,15:30:00,OULX - Stazione FS,16:15:00,FALSE,Pe0170
29140,0008D,285,OULX - Stazione FS,16:45:00,SESTRIERE - parcheggio,17:30:00,FALSE,Pe0170
28415,251DA,275,SESTRIERE - parcheggio,17:30:00,PEROSA ARG.-Pzza Terzo Alpini,18:40:00,FALSE,Pe0170
28517,255A,275,PEROSA ARG.-Pzza Terzo Alpini,18:40:00,PER - V. Nazionale 6 (Deposito Ex Sapav),18:42:00,TRUE,Pe0170
28520,215B,275,PEROSA ARG.-Pzza Terzo Alpini,16:10:00,PINEROLO - Piazza Cavour,16:40:00,FALSE,Pe0190
28926,211B,282,PINEROLO - Piazza Cavour,16:40:00,TORINO - Autostazione c.so Bolzano,18:15:00,FALSE,Pe0190
28671,248DA,275,TORINO - Autostazione c.so Bolzano,18:41:00,PINEROLO - movicentro,19:44:00,FALSE,Pe0190
28117,RP329,901,PINEROLO - movicentro,19:50:00,TORRE PELLICE,20:25:00,FALSE,Pe0190
28737,22030,284,TORRE PELLICE,21:10:00,Bivio Bima,21:30:00,FALSE,Pe0190
28756,266A,275,Bivio Bima,21:30:00,Villar Perosa - Stabilimento TEKFOR A,21:50:00,FALSE,Pe0190
28759,272A,275,VIL - Boge,22:25:00,FENESTRELLE - Via Nazionale,23:05:00,FALSE,Pe0190
28507,201B,275,PEROSA ARG.-Pzza Terzo Alpini,15:40:00,PINEROLO - movicentro,16:12:00,FALSE,Pe0200
28643,201C,275,PINEROLO - movicentro,16:16:00,TORINO - Autostazione c.so Bolzano,17:19:00,FALSE,Pe0200
28864,242A,275,TORINO - Autostazione c.so Bolzano,17:30:00,PIN - Via Giustetto-Via Polliotti,18:34:00,FALSE,Pe0200
28865,242B,275,PIN - Via Giustetto-Via Polliotti,18:36:00,PEROSA ARG.-Pzza Terzo Alpini,18:56:00,FALSE,Pe0200
28584,1,282,PEROSA ARG.-Pzza Terzo Alpini,20:10:00,PINEROLO - Piazza Cavour,20:40:00,FALSE,Pe0200
28684,265C,282,PINEROLO - Piazza Cavour,20:40:00,TORINO - Autostazione c.so Bolzano,21:57:00,FALSE,Pe0200
28732,280C,282,TORINO - Autostazione c.so Bolzano,22:03:00,PINEROLO - Piazza Cavour,23:20:00,FALSE,Pe0200
28589,4011B,282,PINEROLO - Piazza Cavour,23:20:00,PEROSA ARG.-Pzza Terzo Alpini,23:50:00,FALSE,Pe0200
28509,005B,275,PEROSA ARG.-Pzza Terzo Alpini,5:40:00,PINEROLO - movicentro,6:12:00,FALSE,Pe0210
28629,019D,275,PINEROLO - movicentro,6:16:00,TORINO - Autostazione c.so Bolzano,7:19:00,FALSE,Pe0210
28730,074A,282,TORINO - Autostazione c.so Bolzano,8:03:00,PINEROLO - Piazza Cavour,9:20:00,FALSE,Pe0210
28588,074B,282,PINEROLO - Piazza Cavour,9:20:00,PEROSA ARG.-Pzza Terzo Alpini,9:50:00,FALSE,Pe0210
28500,135DA,275,PER - V. Nazionale 6 (Deposito Ex Sapav),10:42:00,PINEROLO - movicentro,11:12:00,TRUE,Pe0210
28640,135DB,275,PINEROLO - movicentro,11:16:00,TORINO - Autostazione c.so Bolzano,12:19:00,FALSE,Pe0210
28663,168A,275,TORINO - Autostazione c.so Bolzano,13:41:00,PINEROLO - movicentro,14:44:00,FALSE,Pe0210
28542,168B,275,PINEROLO - movicentro,14:48:00,PER - V. Nazionale 6 (Deposito Ex Sapav),15:19:00,TRUE,Pe0210
28190,112B,275,PEROSA ARG.-Pzza Terzo Alpini,12:50:00,FENESTRELLE - Via Nazionale,13:20:00,FALSE,Pe0220
28408,179A,282,FENESTRELLE - Via Nazionale,13:40:00,PEROSA ARG.-Pzza Terzo Alpini,14:10:00,FALSE,Pe0220
28177,223B,275,PEROSA ARG.-Pzza Terzo Alpini,16:30:00,Villar Perosa-Via Nazionale-SP Sestriere,16:40:00,FALSE,Pe0220
28735,31,278,PINEROLO - Stazione FS (Via Brignone),17:00:00,OSASIO - piazza Castello,17:55:00,FALSE,Pe0220
29181,171,281,OSASIO - piazza Castello,17:55:00,PINEROLO - Fronte Stazione FS,18:40:00,FALSE,Pe0220
28540,248DB,275,PINEROLO - movicentro,19:48:00,PEROSA ARG.-Pzza Terzo Alpini,20:20:00,FALSE,Pe0220
29601,22039,284,PEROSA ARG.-Pzza Terzo Alpini,21:10:00,AIRASCA - stabilimento SKF,21:55:00,FALSE,Pe0220
29806,22113,284,AIRASCA - stabilimento SKF,22:30:00,PEROSA ARG.-Pzza Terzo Alpini,23:06:00,FALSE,Pe0220
28572,284B,282,PINEROLO - movicentro,0:18:00,PEROSA ARG.-Pzza Terzo Alpini,0:50:00,FALSE,Pe0240
28532,190D,275,PER - V. Nazionale 6 (Deposito Ex Sapav),16:49:00,PEROSA ARG.-Pzza Terzo Alpini,16:50:00,TRUE,Pe0240
28215,202B,275,Villar Perosa Stabilimento SKF,17:00:00,PEROSA ARG.-Pzza Terzo Alpini,17:15:00,FALSE,Pe0240
28192,202A,275,PEROSA ARG.-Pzza Terzo Alpini,17:20:00,FENESTRELLE - Via Nazionale,17:44:00,FALSE,Pe0240
28176,249A,275,FENESTRELLE - Via Nazionale,17:45:00,PEROSA ARG.-Pzza Terzo Alpini,18:15:00,FALSE,Pe0240
28519,263A,275,PEROSA ARG.-Pzza Terzo Alpini,19:40:00,PINEROLO - Piazza Cavour,20:10:00,FALSE,Pe0240
28578,N18B,282,PINEROLO - movicentro,20:33:00,PEROSA ARG.-Pzza Terzo Alpini,21:05:00,FALSE,Pe0240
28570,N28A,282,PEROSA ARG.-Pzza Terzo Alpini,21:10:00,PINEROLO - movicentro,21:42:00,FALSE,Pe0240
28687,N28B,282,PINEROLO - movicentro,21:46:00,TORINO - Autostazione c.so Bolzano,22:57:00,FALSE,Pe0240
28700,284A,282,TORINO - Autostazione c.so Bolzano,23:03:00,PINEROLO - movicentro,31/12/1899 00.14.00,FALSE,Pe0240
28174,003B,275,FENESTRELLE - Via Nazionale,4:50:00,PEROSA ARG.-Pzza Terzo Alpini,5:20:00,FALSE,Pe0250
